cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,avg_class_size_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track
2016,60162000130001,Oak Park & River Forest High Sch ,Oak Park - River Forest SD 200   ,Oak Park         ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,53.8,23.5,11.2,3.2,0.1,0.1,8.2,3309.0,175.0,92.3,4.1,0.5,93.1,16.8,95.1,72.0,67.6,89.7
2016,60162010170001,J Sterling Morton East High Sch  ,J S Morton HSD 201               ,Cicero           ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,10 11 12                       ,1.7,2.0,95.7,0.2,0.0,0.1,0.3,3397.0,175.0,90.7,28.9,4.6,73.1,23.8,90.1,66.5,58.6,0.0
2016,60162010170002,J Sterling Morton West High Sch  ,J S Morton HSD 201               ,Berwyn           ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,10.4,7.4,79.9,1.2,0.1,0.1,1.0,3618.0,175.0,90.3,6.8,2.6,77.3,24.1,93.4,60.0,54.9,77.7
2016,60162040170001,Lyons Twp High Sch               ,Lyons Twp HSD 204                ,La Grange        ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,72.2,4.0,19.9,1.7,0.0,0.1,2.1,4046.0,176.0,95.1,3.3,0.2,92.9,20.7,95.4,83.9,81.0,95.5
2016,60162080170001,Riverside Brookfield Twp HS      ,Riverside-Brookfield Twp SD 208  ,Riverside        ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,56.8,5.6,33.0,1.8,0.1,0.1,2.6,1635.0,175.0,94.3,1.7,0.7,94.7,24.0,95.1,80.2,76.4,93.1
2016,60162090170001,Proviso East High School         ,Proviso Twp HSD 209              ,Maywood          ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,1.5,48.4,48.4,0.5,0.3,0.2,0.7,1814.0,176.0,77.2,28.9,6.2,61.7,18.0,74.7,56.2,52.0,62.1
2016,60162090170002,Proviso West High School         ,Proviso Twp HSD 209              ,Hillside         ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,2.3,49.7,46.6,0.7,0.1,0.3,0.3,2060.0,176.0,81.7,20.4,3.3,77.6,19.6,84.2,55.9,49.2,62.1
2016,60162090170003,Proviso Math and Science Academy ,Proviso Twp HSD 209              ,Forest Park      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,6.1,30.1,59.5,3.1,0.4,0.1,0.7,740.0,176.0,95.2,0.7,0.1,100.0,25.4,85.5,73.7,70.7,96.0
2016,60162120160001,East Leyden High School          ,Leyden CHSD 212                  ,Franklin Park    ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,42.6,1.8,50.3,3.3,0.2,0.6,1.1,1769.0,175.0,91.3,3.7,1.1,85.1,19.7,92.5,71.8,66.8,84.5
2016,60162120160002,West Leyden High School          ,Leyden CHSD 212                  ,Northlake        ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,14.4,1.5,81.3,1.7,0.0,0.3,0.7,1606.0,175.0,92.2,1.2,1.4,81.2,19.0,87.4,63.2,58.2,82.4
2016,60162340160001,Ridgewood Comm High School       ,Ridgewood CHSD 234               ,Norridge         ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,72.7,0.6,19.4,5.7,0.0,0.0,1.6,856.0,175.0,92.5,0.9,0.7,94.4,20.7,82.7,80.8,77.7,86.4
2016,60164010260001,Elmwood Park High School         ,Elmwood Park CUSD 401            ,Elmwood Park     ,Cook       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,51.6,1.8,41.8,2.5,0.1,1.2,1.0,953.0,176.0,93.5,2.6,1.0,84.5,19.8,92.7,80.0,76.8,85.0
2016,70162050170001,Thornton Township High School    ,Thornton Twp HSD 205             ,Harvey           ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,0.7,80.4,17.6,0.9,0.0,0.1,0.3,1977.0,174.0,93.0,12.0,0.5,80.5,17.7,93.4,60.6,55.6,49.6
2016,70162050170002,Thornridge High School           ,Thornton Twp HSD 205             ,Dolton           ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,0.4,97.5,1.9,0.0,0.0,0.1,0.2,1287.0,174.0,89.8,20.6,1.8,61.6,18.1,91.4,65.2,60.2,29.7
2016,70162050170003,Thornwood High School            ,Thornton Twp HSD 205             ,South Holland    ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,2.8,86.7,8.4,0.1,0.0,0.7,1.3,1908.0,174.0,92.0,9.8,1.2,77.0,18.4,90.8,67.3,63.8,63.4
2016,70162060170001,Bloom High School                ,Bloom Twp HSD 206                ,Chicago Heights  ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,4.7,47.4,43.9,0.1,0.1,0.6,3.2,1664.0,175.0,88.4,27.6,0.8,78.5,16.2,88.2,60.1,53.6,65.0
2016,70162060170002,Bloom Trail High School          ,Bloom Twp HSD 206                ,Chicago Heights  ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,17.7,59.8,17.0,0.7,0.1,0.3,4.5,1447.0,175.0,87.3,25.3,2.0,72.2,15.1,83.3,60.0,56.4,62.8
2016,70162100170001,Lemont Twp High School           ,Lemont Twp HSD 210               ,Lemont           ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,82.5,1.0,9.8,5.1,0.0,0.1,1.5,1384.0,176.0,94.9,1.9,0.4,96.0,23.0,96.6,87.7,86.2,96.6
2016,70162150170001,Thornton Fractnl No High School  ,Thornton Fractional Twp HSD 215  ,Calumet City     ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,2.4,72.2,23.7,0.3,0.0,0.1,1.4,1599.0,175.0,91.8,4.0,0.2,92.7,23.6,91.3,53.9,49.5,64.4
2016,70162150170002,Thornton Fractnl So High School  ,Thornton Fractional Twp HSD 215  ,Lansing          ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,15.9,62.8,16.7,0.6,0.0,0.1,3.8,1851.0,175.0,94.9,3.7,0.4,96.2,23.1,92.5,67.7,64.4,72.4
2016,70162170160001,Argo Community High School       ,Argo CHSD 217                    ,Summit           ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,36.6,15.4,43.0,1.8,0.0,0.1,3.1,1816.0,176.0,95.7,2.8,1.0,89.7,20.1,92.7,71.7,66.8,75.2
2016,70162180160001,DD Eisenhower High Sch (Campus)  ,CHSD 218                         ,Blue Island      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,8.4,33.2,56.5,0.4,0.1,0.2,1.3,1817.0,176.0,93.3,6.9,1.3,81.7,16.8,45.9,57.7,53.6,81.6
2016,70162180160004,H L Richards High Sch(Campus)    ,CHSD 218                         ,Oak Lawn         ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,48.1,29.3,18.1,2.1,0.1,0.4,1.9,1714.0,176.0,93.6,4.1,1.2,84.7,18.1,52.0,71.3,68.3,83.3
2016,70162180160007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Palos Heights    ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,50.6,26.3,19.9,1.1,0.2,0.2,1.7,1852.0,176.0,93.3,4.2,1.5,83.4,19.5,47.2,65.8,62.3,77.5
2016,70162200170001,Reavis High School               ,Reavis Twp HSD 220               ,Burbank          ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,59.8,2.0,31.7,2.8,0.1,2.9,0.6,1866.0,176.0,94.7,7.3,1.3,89.0,21.3,94.3,72.6,69.2,92.0
2016,70162270170001,Rich East Campus High School     ,Rich Twp HSD 227                 ,Park Forest      ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,4.8,88.4,3.9,0.0,0.2,0.1,2.7,1049.0,174.0,83.9,2.6,2.0,66.8,11.5,79.9,59.6,55.3,67.2
2016,70162270170002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Olympia Fields   ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,1.9,93.8,3.6,0.2,0.3,0.1,0.1,1153.0,174.0,83.1,2.3,0.7,88.4,14.3,80.1,67.2,63.5,72.6
2016,70162270170003,Rich South Campus High School    ,Rich Twp HSD 227                 ,Richton Park     ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,3.6,86.8,6.2,0.5,0.0,0.5,2.4,1024.0,174.0,85.3,2.6,2.0,87.6,11.5,78.5,73.9,70.0,77.1
2016,70162280160001,Bremen High School               ,Bremen CHSD 228                  ,Midlothian       ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,23.2,25.2,47.9,0.5,0.0,0.0,3.1,1430.0,174.0,92.7,0.6,0.8,85.3,22.5,95.5,52.7,49.5,89.0
2016,70162280160002,Tinley Park High School          ,Bremen CHSD 228                  ,Tinley Park      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,48.9,25.5,17.1,2.6,0.1,0.2,5.7,1263.0,174.0,94.2,3.0,1.3,85.8,22.4,93.5,63.3,59.1,83.2
2016,70162280160003,Hillcrest High School            ,Bremen CHSD 228                  ,Country Club Hill,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,1.0,91.1,3.7,0.2,0.1,0.1,3.8,1177.0,174.0,91.2,5.3,2.6,70.8,20.5,92.3,61.8,56.8,64.1
2016,70162280160004,Oak Forest High School           ,Bremen CHSD 228                  ,Oak Forest       ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,65.4,8.5,17.7,3.2,0.1,0.2,4.8,1354.0,174.0,93.7,0.8,0.5,95.5,23.1,95.0,66.0,61.4,89.7
2016,70162290160001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Oak Lawn         ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,66.3,6.7,24.9,1.4,0.2,0.3,0.3,1837.0,174.0,93.6,1.5,2.0,90.0,20.9,90.9,71.9,68.5,89.7
2016,70162300130001,Carl Sandburg High School        ,Cons HSD 230                     ,Orland Park      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,78.2,4.1,10.2,5.2,0.0,0.1,2.0,3176.0,177.0,96.3,3.1,0.7,93.3,18.5,95.3,73.4,71.7,92.5
2016,70162300130002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Palos Hills      ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,75.6,5.0,15.1,2.8,0.0,0.2,1.3,2383.0,177.0,95.8,0.7,0.9,90.7,18.5,94.2,79.2,76.5,91.8
2016,70162300130003,Victor J Andrew High School      ,Cons HSD 230                     ,Orland Hills     ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,79.4,4.1,11.2,4.5,0.0,0.0,0.7,2062.0,177.0,96.7,3.1,0.4,91.8,18.4,96.3,78.3,75.4,92.2
2016,70162310160001,Evergreen Park High School       ,Evergreen Park CHSD 231          ,Evergreen Park   ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,48.3,34.1,13.8,1.4,0.0,0.5,2.0,868.0,176.0,97.5,7.0,0.5,93.6,23.0,92.9,77.5,75.9,79.6
2016,70162330160001,Homewood-Flossmoor High School   ,Homewood Flossmoor CHSD 233      ,Flossmoor        ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,19.5,68.3,6.8,0.9,0.1,0.4,4.0,2809.0,178.0,94.0,0.6,0.2,96.1,18.5,91.3,81.8,77.7,89.9
2016,07016901025001C,Southland College Prep           ,Southland College Prep           ,Richton Park     ,Cook       ,HIGH SCHOOL,SMALL ,CHARTER SCH,9 10 11 12                     ,2.4,93.7,2.6,0.2,0.0,0.0,1.2,508.0,177.0,96.5,0.0,0.0,94.0,18.8,77.9,80.6,77.8,79.0
2016,80083080260001,Eastland Jr/Sr High School       ,Eastland CUSD 308                ,Lanark           ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,93.7,0.4,3.9,0.0,0.0,0.0,2.1,284.0,175.0,95.6,0.0,1.1,90.4,14.0,91.7,74.4,72.1,94.2
2016,80083140260001,West Carroll High School         ,West Carroll CUSD 314            ,Savanna          ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,88.3,2.7,5.1,1.5,0.0,0.6,1.8,333.0,175.0,94.2,1.9,2.1,86.2,14.2,80.0,43.8,41.9,89.6
2016,80083990260002,Milledgeville High School        ,Chadwick-Milledgeville CUSD 399  ,Milledgeville    ,Carroll    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.4,3.6,3.0,0.6,0.0,0.0,2.4,167.0,176.0,95.9,2.6,0.6,82.1,11.2,84.6,71.4,67.9,55.3
2016,80431190220003,East Dubuque High School         ,East Dubuque USD 119             ,East Dubuque     ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.1,0.5,1.5,0.0,0.0,0.0,2.0,203.0,174.0,94.0,1.0,0.0,91.1,16.3,75.5,81.8,79.5,96.4
2016,80431200220002,Galena High School               ,Galena USD 120                   ,Galena           ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,86.1,2.6,10.9,0.0,0.0,0.0,0.4,230.0,177.0,94.3,1.3,0.4,94.3,17.2,93.5,74.1,72.2,98.2
2016,80432050260001,Warren Jr/Sr High School         ,Warren CUSD 205                  ,Warren           ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.9,1.0,0.0,0.0,0.0,0.0,2.0,196.0,175.0,94.2,2.1,2.4,89.3,11.3,80.8,76.3,73.7,89.3
2016,80432060260003,Stockton Sr High School          ,Stockton CUSD 206                ,Stockton         ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.7,0.5,0.0,0.0,0.0,0.0,3.8,185.0,175.0,95.0,2.2,0.0,82.6,16.3,79.4,75.7,73.0,87.5
2016,80432100260002,River Ridge High School          ,River Ridge CUSD 210             ,Hanover          ,Jo Daviess ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.0,2.5,3.7,0.0,0.0,0.0,4.9,163.0,176.0,94.1,0.6,1.2,95.3,13.7,97.1,57.1,57.1,97.3
2016,80432110260002,Scales Mound High School         ,Scales Mound CUSD 211            ,Scales Mound     ,Jo Daviess ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.4,0.0,0.0,0.0,0.0,0.0,3.6,55.0,174.0,95.1,3.6,0.0,100.0,7.4,93.1,78.6,78.6,90.9
2016,80891450220001,Freeport High School             ,Freeport SD 145                  ,Freeport         ,Stephenson ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,55.5,22.9,9.3,0.9,0.2,0.3,10.8,1232.0,174.0,91.9,35.5,5.0,78.6,17.4,80.6,67.9,65.0,79.3
2016,80892000260001,Pearl City High School           ,Pearl City CUSD 200              ,Pearl City       ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,2.7,0.0,0.0,0.0,0.0,147.0,174.0,95.9,1.4,2.0,95.0,16.1,84.4,85.3,82.4,97.3
2016,80892010260001,Dakota Jr Sr High School         ,Dakota CUSD 201                  ,Dakota           ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,92.9,1.5,3.1,0.5,0.0,0.0,2.0,393.0,174.0,95.2,0.5,0.8,94.7,20.1,80.5,67.2,67.2,93.0
2016,80892020260001,Lena-Winslow High School         ,Lena Winslow CUSD 202            ,Lena             ,Stephenson ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.6,1.8,0.9,0.9,0.0,0.0,0.9,228.0,175.0,94.0,3.2,2.2,87.9,14.2,93.0,84.1,79.4,85.4
2016,80892030260001,Orangeville High School          ,Orangeville CUSD 203             ,Orangeville      ,Stephenson ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.7,0.0,2.6,0.0,0.0,0.0,1.7,115.0,174.0,95.0,4.6,1.7,90.3,11.2,66.7,67.7,64.5,96.0
2016,90100010260001,Fisher Jr/Sr High School         ,Fisher CUSD 1                    ,Fisher           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,93.0,1.4,1.8,1.1,0.0,0.4,2.5,284.0,174.0,93.8,4.0,0.5,82.8,19.4,85.7,71.1,68.9,90.0
2016,90100030260001,Mahomet-Seymour High School      ,Mahomet-Seymour CUSD 3           ,Mahomet          ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.5,1.2,1.0,1.7,0.0,0.4,0.1,985.0,174.0,93.2,2.0,0.3,94.5,24.4,83.3,81.3,79.9,89.7
2016,90100040260001,Centennial High School           ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,40.9,35.4,7.8,10.6,0.1,0.4,4.8,1481.0,171.0,89.5,19.3,1.6,84.4,19.6,85.6,79.5,76.3,75.8
2016,90100040260002,Central High School              ,Champaign CUSD 4                 ,Champaign        ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,44.9,31.5,11.5,6.9,0.1,0.5,4.5,1284.0,171.0,91.3,19.2,1.2,85.5,22.0,86.0,69.0,63.4,78.8
2016,90100070260007,Unity High School                ,Tolono CUSD 7                    ,Tolono           ,Champaign  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.8,0.4,0.2,0.4,0.6,0.6,4.1,534.0,176.0,95.3,0.4,1.3,94.0,18.0,94.2,74.8,72.3,93.4
2016,90100080260001,Heritage High School             ,Heritage CUSD 8                  ,Broadlands       ,Champaign  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.0,1.3,0.6,0.0,0.0,0.6,2.5,159.0,180.0,93.2,4.1,0.0,91.4,14.5,84.8,75.0,71.4,89.4
2016,90101160220001,Urbana High School               ,Urbana SD 116                    ,Urbana           ,Champaign  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,42.5,35.6,9.4,3.8,1.1,0.6,7.0,1133.0,174.0,88.7,23.7,2.3,84.4,17.5,86.0,66.8,63.2,75.7
2016,90101930170001,Rantoul Twp High School          ,Rantoul Township HSD 193         ,Rantoul          ,Champaign  ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,49.4,26.7,16.0,0.6,0.0,0.0,7.2,774.0,175.0,90.6,11.3,5.6,88.4,23.2,84.2,59.3,56.9,77.1
2016,90103050160001,St Joseph-Ogden High School      ,St Joseph Ogden CHSD 305         ,Saint Joseph     ,Champaign  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,93.8,1.3,1.3,0.4,0.0,0.2,3.0,470.0,175.0,94.9,0.2,0.4,98.3,18.1,91.0,86.7,83.7,97.5
2016,90270050260001,GCMS High School                 ,Gibson City-Melvin-Sibley CUSD 5 ,Gibson City      ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.7,0.9,0.6,0.9,0.0,0.0,3.9,335.0,175.0,94.8,0.0,0.3,85.3,18.8,87.3,72.5,68.1,91.2
2016,90270100260001,Paxton-Buckley-Loda High School  ,Paxton-Buckley-Loda CUD 10       ,Paxton           ,Ford       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.8,0.7,5.8,0.2,0.0,0.4,0.0,445.0,175.0,93.1,3.1,2.2,79.1,11.9,89.5,81.8,78.4,81.8
2016,11012002C260001,Marshall High School             ,Marshall CUSD 2C                 ,Marshall         ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.7,0.7,1.4,0.9,0.5,0.0,1.8,435.0,175.0,93.5,1.2,3.2,83.5,16.3,96.8,68.7,61.6,85.6
2016,11012003C260001,Martinsville Jr- Sr High School  ,Martinsville CUSD 3C             ,Martinsville     ,Clark      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,97.0,1.2,0.6,0.0,0.0,0.0,1.2,164.0,175.0,94.3,4.6,0.0,85.0,12.4,73.0,84.6,76.9,92.9
2016,11012004C260001,Casey-Westfield Jr/Sr HS         ,Casey-Westfield CUSD 4C          ,Casey            ,Clark      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,95.5,0.9,2.5,0.2,0.0,0.0,0.9,442.0,174.0,94.0,0.4,1.3,85.9,17.7,79.4,57.6,50.0,83.3
2016,110150010260001,Charleston High School           ,Charleston CUSD 1                ,Charleston       ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,88.4,3.3,4.2,1.1,0.0,0.6,2.4,836.0,176.0,91.6,4.7,3.2,82.6,19.4,88.7,69.5,66.0,88.1
2016,110150020260001,Mattoon High School              ,Mattoon CUSD 2                   ,Mattoon          ,Coles      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,89.1,3.3,3.8,0.8,0.1,0.1,2.9,1087.0,176.0,93.8,2.3,1.6,91.2,16.8,92.1,68.4,66.0,91.8
2016,110150050260002,Oakland High School              ,Oakland CUSD 5                   ,Oakland          ,Coles      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,1.4,1.4,0.0,0.0,0.0,74.0,175.0,94.1,1.5,0.0,92.3,9.0,68.8,87.5,87.5,100.0
2016,110180030260001,Neoga Jr/Sr High School          ,Neoga CUSD 3                     ,Neoga            ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.1,1.1,0.3,0.8,0.0,0.8,0.8,357.0,174.0,95.3,3.2,0.0,98.3,19.1,76.3,74.6,69.8,75.0
2016,110180770260001,Cumberland High School           ,Cumberland CUSD 77               ,Toledo           ,Cumberland ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.2,0.0,0.0,0.0,0.0,0.4,1.4,285.0,174.0,93.5,7.3,1.4,90.8,14.8,90.3,69.0,66.2,87.5
2016,110213010260001,Tuscola High School              ,Tuscola CUSD 301                 ,Tuscola          ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.9,0.6,2.9,1.3,0.0,0.0,1.3,310.0,175.0,95.3,0.0,1.0,93.3,17.2,88.9,81.0,78.5,93.7
2016,110213020260001,Villa Grove High School          ,Villa Grove CUSD 302             ,Villa Grove      ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.3,0.0,1.1,0.5,0.0,0.0,3.2,190.0,178.0,89.7,1.1,0.5,85.7,15.6,68.2,83.3,83.3,70.5
2016,110213050260001,Arthur-Lovington-Atwood-Hammond  ,Arthur CUSD 305                  ,Arthur           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.7,0.4,1.4,0.0,0.0,0.4,2.2,279.0,175.0,93.1,2.9,1.1,93.6,10.8,84.1,76.0,74.0,57.7
2016,110213060260001,Arcola High School               ,Arcola CUSD 306                  ,Arcola           ,Douglas    ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,53.6,0.0,40.2,0.9,0.0,0.0,5.3,338.0,175.0,95.4,3.7,1.0,98.2,15.6,70.7,55.6,52.8,90.6
2016,110230010260001,Shiloh High School               ,Shiloh CUSD 1                    ,Hume             ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,92.1,0.9,0.5,0.0,0.0,0.0,6.5,215.0,173.0,93.5,5.6,0.8,82.1,8.3,80.8,76.0,64.0,51.4
2016,110230030260001,Kansas High School               ,Kansas CUSD 3                    ,Kansas           ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,98.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0,175.0,94.7,1.0,0.0,85.7,12.1,79.3,80.0,80.0,83.3
2016,110230040260002,Paris Cooperative High School 4  ,Paris CUSD 4                     ,Paris            ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.3,0.0,0.9,0.0,0.0,0.5,2.3,216.0,176.0,92.5,0.5,1.4,89.6,15.9,0.0,64.9,63.2,84.1
2016,110230060260001,Chrisman High School             ,Edgar County CUD 6               ,Chrisman         ,Edgar      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.1,0.0,0.9,0.0,0.0,0.0,0.9,107.0,175.0,95.2,3.9,1.9,93.5,9.6,82.4,60.0,60.0,92.0
2016,110230950250002,Paris Cooperative High School 95 ,Paris-Union SD 95                ,Paris            ,Edgar      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.8,0.0,1.4,0.0,0.0,0.0,0.8,361.0,176.0,91.1,1.4,1.7,76.4,15.9,0.0,59.0,55.4,80.5
2016,110703000260004,Sullivan High School             ,Sullivan CUSD 300                ,Sullivan         ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.7,0.3,2.7,0.3,0.0,0.0,3.0,335.0,175.0,93.9,1.8,1.2,93.4,17.7,80.0,80.0,77.5,92.5
2016,110703020260001,Okaw Valley High School          ,Okaw Valley CUSD 302             ,Bethany          ,Moultrie   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.6,0.6,0.0,0.0,0.0,0.0,1.8,170.0,175.0,95.0,3.6,1.2,91.9,15.0,80.5,60.5,57.9,93.3
2016,110870010260002,Windsor Jr & Sr High School      ,Windsor CUSD 1                   ,Windsor          ,Shelby     ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,97.3,0.0,0.0,1.3,0.0,0.0,1.3,149.0,176.0,94.3,2.6,0.0,100.0,14.7,87.8,65.4,61.5,93.1
