cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,high_school_5_year_graduation_rate_total,avg_class_size_high_school,pupil_teacher_ratio_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track,number_students_who_took_ap_classes_grade_10_total,number_students_who_took_ap_classes_grade_11_total,number_students_who_took_ap_classes_grade_12_total
2015,470522710260004,Paw Paw Jr/Sr High School        ,Paw Paw CUSD 271                 ,Paw Paw          ,Lee        ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,85.9,2.0,9.1,0.0,0.0,1.0,2.0,99,175,95.2,4,2.7,91.7,95.5,9.2,8.6,72.2,72.4,69.0,94.7,,,
2015,470522720260001,Amboy High School                ,Amboy CUSD 272                   ,Amboy            ,Lee        ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.3,0.0,4.7,0.0,0.0,0.0,0.0,236,174,93.6,3.1,0.8,90.1,89.8,13.1,13.2,89.8,56.2,52.1,88.7,,,
2015,470522750260001,Ashton-Franklin Center HS        ,Ashton-Franklin Center CUSD 275  ,Ashton           ,Lee        ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.6,1.2,6.4,0.6,0.0,0.6,1.7,173,175,96.8,1.2,2.3,88.9,92.5,14.1,12.6,82.2,69.2,59.6,100.0,,,
2015,470712120170001,Rochelle Twp High School         ,Rochelle Twp HSD 212             ,Rochelle         ,Ogle       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,62.9,2.5,30.5,0.5,0.1,0.4,3.0,952,176,95.8,1.9,1.4,86.9,94.0,18.2,19.6,86.5,67.9,62.8,88.4,,,
2015,470712200260001,Oregon High School               ,Oregon CUSD 220                  ,Oregon           ,Ogle       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.0,0.7,5.9,0.7,0.2,0.4,2.2,458,175,94.2,4.5,0.9,89.3,97.0,17.7,16.0,91.4,65.8,63.1,86.3,,,
2015,470712210260004,Forreston Jr/Sr High Sch         ,Forrestville Valley CUSD 221     ,Forreston        ,Ogle       ,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,94.6,0.2,2.4,0.2,0.0,0.0,2.6,461,176,94.7,0.7,1.4,82.1,84.4,20.0,18.6,84.1,70.0,62.0,91.5,,,
2015,470712220260004,Polo Comm High School            ,Polo CUSD 222                    ,Polo             ,Ogle       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,85.8,0.5,10.2,1.0,0.0,0.5,2.0,197,175,95.1,1,1.0,96.6,88.7,10.2,10.9,83.1,81.6,73.5,85.0,,,
2015,470712230260003,Stillman Valley High School      ,Meridian CUSD 223                ,Stillman Valley  ,Ogle       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,86.1,0.5,10.4,0.5,0.0,0.0,2.5,595,174,93.2,0.4,0.7,92.1,93.7,21.5,20.1,82.5,68.7,66.0,92.7,,,
2015,470712260260001,Byron High School 9-12           ,Byron CUSD 226                   ,Byron            ,Ogle       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,86.9,1.2,6.1,0.6,0.0,0.4,4.7,488,176,92.2,2.1,0.6,95.9,93.5,14.2,14.1,85.6,71.4,69.9,99.2,,,
2015,470980010260001,Erie High School                 ,Erie CUSD 1                      ,Erie             ,Whiteside  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.5,0.0,1.4,0.0,0.0,0.0,4.1,219,175,94.5,0.5,0.9,92.0,90.9,15.4,11.1,93.8,67.8,61.0,98.1,,,
2015,470980020260001,Fulton High School               ,River Bend CUSD 2                ,Fulton           ,Whiteside  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.9,0.0,2.6,1.0,0.0,0.0,1.6,311,175,94.7,2.3,0.6,88.4,88.0,19.3,15.3,77.5,62.1,60.6,98.9,,,
2015,470980030260001,Prophetstown High School         ,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown     ,Whiteside  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.9,0.3,4.1,0.0,0.0,0.0,2.7,296,174,94.5,0.7,0.0,89.7,79.4,16.2,14.8,82.8,74.2,67.7,76.3,,,
2015,470980050260014,Sterling High School             ,Sterling CUSD 5                  ,Sterling         ,Whiteside  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,60.5,3.1,32.2,0.4,0.0,0.4,3.4,1048,174,91.4,5.3,4.6,82.8,80.8,15.5,21.9,87.1,73.6,69.0,78.6,,,
2015,470980060260001,Morrison High School             ,Morrison CUSD 6                  ,Morrison         ,Whiteside  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.5,0.3,5.0,0.0,0.0,0.0,3.2,317,176,94.2,10,2.5,87.1,84.7,20.9,16.5,92.9,82.4,79.4,82.6,,,
2015,470983010170001,Rock Falls Township High School  ,Rock Falls Twp HSD 301           ,Rock Falls       ,Whiteside  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,74.0,1.8,21.2,0.2,0.0,0.2,2.6,650,176,93.1,3.9,2.3,93.5,85.5,18.6,16.9,96.2,60.5,55.7,91.7,,,
2015,480721500250023,Manual Academy                   ,Peoria SD 150                    ,Peoria           ,Peoria     ,UNIT       ,LARGE ,HIGH SCHOOL,7 8 9 10 11 12                 ,11.5,71.0,12.6,0.0,0.1,0.3,4.5,799,174,84.4,33.5,4.3,57.1,65.3,14.8,16.6,67.3,61.3,53.6,63.4,,,
2015,480721500250024,Peoria High School               ,Peoria SD 150                    ,Peoria           ,Peoria     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,16.3,62.6,11.5,0.4,0.2,0.5,8.4,1447,174,80.6,41.3,2.0,55.3,63.4,18.7,16.6,80.7,62.1,53.8,68.0,,,
2015,480721500250025,Richwoods High School            ,Peoria SD 150                    ,Peoria           ,Peoria     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,45.9,33.3,6.4,3.8,0.6,0.4,9.6,1391,174,93.9,5.1,1.0,79.5,83.8,19.3,16.6,85.1,77.6,72.7,85.8,,,
2015,480722650260001,Farmington Central High Sch      ,Farmington Central CUSD 265      ,Farmington       ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.0,0.2,4.3,0.5,0.2,0.0,3.8,422,174,94.2,1.3,2.8,91.5,90.2,14.5,17.1,71.6,78.0,74.0,85.1,,,
2015,480723090260003,Brimfield High School            ,Brimfield CUSD 309               ,Brimfield        ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.8,2.3,2.3,0.5,0.0,0.0,3.2,219,174,95.2,2.3,0.9,96.6,94.3,18.1,12.6,90.4,85.5,83.6,87.0,,,
2015,480723100160001,Limestone Community High School  ,Limestone CHSD 310               ,Peoria           ,Peoria     ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,78.3,13.9,3.1,0.5,0.1,0.1,4.0,1140,174,94.6,7.4,4.2,79.8,84.1,14.8,16.7,81.9,66.7,63.2,79.7,,,
2015,480723210260007,Il Valley Central High School    ,Il Valley Central USD 321        ,Chillicothe      ,Peoria     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,92.8,1.9,1.3,0.1,0.3,0.7,2.8,684,174,93.8,4,3.5,84.0,90.7,20.2,17.4,77.9,73.2,70.9,81.5,,,
2015,480723220260004,Elmwood High School              ,Elmwood CUSD 322                 ,Elmwood          ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.1,1.5,0.5,0.0,0.0,1.0,2.0,204,174,95.3,1,2.5,90.7,84.6,12.8,11.1,90.0,69.8,69.8,98.0,,,
2015,480723230260004,Dunlap High School               ,Dunlap CUSD 323                  ,Dunlap           ,Peoria     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,77.6,5.6,2.2,10.3,0.2,0.1,4.0,1257,174,94.5,0.3,0.6,90.2,88.5,20.8,22.2,85.4,88.0,84.9,89.1,,,
2015,480723250260005,Peoria Heights High School       ,Peoria Heights CUSD 325          ,Peoria Heights   ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,77.3,8.3,3.3,1.2,0.4,0.0,9.5,242,174,92.3,9.7,2.5,76.6,83.6,15.3,14.0,68.1,65.0,61.7,77.8,,,
2015,480723260260005,Princeville High School          ,Princeville CUSD 326             ,Princeville      ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,2.0,0.0,1.6,0.0,0.0,0.4,246,174,96.7,0.9,1.2,91.8,92.5,14.0,13.5,92.7,81.0,78.6,90.9,,,
2015,480723270260008,Illini Bluffs High School        ,Illini Bluffs CUSD 327           ,Glasford         ,Peoria     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.6,0.3,2.7,0.3,0.0,0.3,4.7,296,174,96.6,2.4,1.0,88.4,92.7,16.3,13.0,92.4,74.7,67.1,94.9,,,
2015,490810300170001,United Twp High School           ,United Twp HSD 30                ,East Moline      ,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,59.2,10.9,23.6,1.9,0.1,0.2,4.3,1756,176,90.7,16.2,1.5,91.2,93.2,14.6,20.9,90.2,53.5,49.6,73.7,,,
2015,490810400220001,Moline Sr High School            ,Moline-Coal Valley CUSD 40       ,Moline           ,Rock Island,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,61.2,7.3,24.7,2.2,0.0,0.4,4.1,2190,176,92.9,8.6,2.1,91.1,90.3,24.6,21.3,89.9,66.1,61.4,85.1,,,
2015,490810410250001,Rock Island High School          ,Rock Island SD 41                ,Rock Island      ,Rock Island,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,45.1,35.3,11.6,5.9,0.1,0.1,2.0,1851,176,92.0,17.9,3.3,77.6,81.9,24.8,20.8,88.1,59.6,54.6,83.8,,,
2015,490811000260001,Riverdale Sr High School         ,Riverdale CUSD 100               ,Port Byron       ,Rock Island,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.9,0.9,2.2,0.9,0.0,0.0,3.1,325,175,95.0,0.3,1.2,93.8,95.2,17.7,14.9,83.3,73.5,71.1,97.3,,,
2015,490812000260001,Sherrard High School             ,Sherrard CUSD 200                ,Sherrard         ,Rock Island,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.4,0.6,3.1,1.4,0.0,0.2,3.3,488,174,96.0,3.4,1.0,91.7,88.6,15.3,15.9,80.2,70.9,65.5,93.4,,,
2015,490813000260001,Rockridge High School            ,Rockridge CUSD 300               ,Taylor Ridge     ,Rock Island,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.9,0.3,1.5,0.0,0.0,0.0,1.3,392,174,94.2,0,0.5,96.2,96.3,19.2,16.7,86.1,78.5,77.4,96.4,,,
2015,500820090260003,Lebanon High School              ,Lebanon CUSD 9                   ,Lebanon          ,Saint Clair,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,72.7,20.5,1.0,0.7,0.0,0.3,4.8,293,175,94.7,0.7,2.4,76.9,80.0,12.3,12.1,85.7,64.1,61.5,84.6,,,
2015,500820190260001,Mascoutah High School            ,Mascoutah CUD 19                 ,Mascoutah        ,Saint Clair,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,72.1,11.5,5.8,1.9,0.8,0.6,7.3,1028,176,95.1,0.6,0.6,81.0,80.8,18.2,18.2,94.7,75.0,71.3,90.7,,,
2015,500820400260001,Marissa Jr & Sr High School      ,Marissa CUSD 40                  ,Marissa          ,Saint Clair,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,97.8,0.4,0.0,0.0,0.0,0.0,1.8,274,174,94.2,1.2,4.1,79.4,77.8,10.8,8.9,89.5,61.1,61.1,90.7,,,
2015,500820600260003,New Athens High School           ,New Athens CUSD 60               ,New Athens       ,Saint Clair,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,1.0,1.0,0.5,0.0,0.0,1.5,195,174,94.3,16,3.6,7.7,41.2,14.2,12.2,88.6,69.8,67.9,71.7,,,
2015,500820770160001,Freeburg Community High Sch      ,Freeburg CHSD 77                 ,Freeburg         ,Saint Clair,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.5,0.8,1.4,0.3,0.2,0.5,0.3,623,175,95.5,1.2,0.3,87.8,97.1,20.7,18.4,91.7,82.3,80.4,96.6,,,
2015,500821870260011,Cahokia High School              ,Cahokia CUSD 187                 ,Cahokia          ,Saint Clair,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,9.8,88.8,1.0,0.0,0.1,0.0,0.3,973,176,87.3,35.5,4.2,71.0,74.4,13.8,21.2,84.0,49.6,42.2,71.6,,,
2015,500821880220001,Lovejoy Technology Academy       ,Brooklyn UD 188                  ,Lovejoy          ,Saint Clair,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30,176,90.5,42.7,0.0,64.3,78.6,12.7,5.9,76.5,,,,,,
2015,50082189022001C,SIU Charter Sch of East St Louis ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,UNIT       ,LARGE ,CHARTER SCH,9 10 11 12                     ,0.0,98.2,0.0,0.0,0.0,0.0,1.8,114,175,87.9,37.7,1.8,96.9,94.4,14.7,21.1,93.1,81.5,77.8,0.0,,,
2015,500821890220043,East St Louis Senior High School ,East St Louis SD 189             ,East Saint Louis ,Saint Clair,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,1.0,98.3,0.6,0.0,0.1,0.1,0.0,1560,175,82.3,2.1,5.6,71.0,74.3,21.9,21.1,65.7,53.4,48.5,4.4,,,
2015,500821960260001,Dupo High School                 ,Dupo CUSD 196                    ,Dupo             ,Saint Clair,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.3,3.8,2.5,0.6,0.0,0.0,2.8,318,174,93.0,4.9,1.9,82.9,87.2,19.8,17.9,88.7,68.0,64.0,53.1,,,
2015,500822010170001,Belleville High School-East      ,Belleville Twp HSD 201           ,Belleville       ,Saint Clair,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,47.0,39.6,3.8,2.2,0.2,0.2,7.1,2551,175,93.4,6,1.2,87.4,88.1,17.0,21.7,93.9,73.7,68.7,85.5,,,
2015,500822010170002,Belleville High School-West      ,Belleville Twp HSD 201           ,Belleville       ,Saint Clair,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,56.1,33.3,3.4,1.4,0.3,0.1,5.4,2276,175,92.6,3.6,1.4,90.3,87.9,19.4,21.7,92.8,74.4,70.0,83.0,,,
2015,500822030170001,O Fallon High School             ,O Fallon Twp HSD 203             ,O Fallon         ,Saint Clair,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,66.5,19.6,4.5,2.6,0.1,0.2,6.5,2511,176,94.1,0.8,1.5,93.4,93.4,21.1,21.9,95.0,82.3,77.6,93.5,,,
2015,510652000260001,Greenview Jr/Sr High School      ,Greenview CUSD 200               ,Greenview        ,Menard     ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,94.4,0.0,3.5,0.0,0.0,0.0,2.1,142,175,93.6,3.7,0.0,100.0,95.2,16.8,9.2,73.0,81.8,72.7,85.0,,,
2015,510652020260001,Porta High School                ,Porta CUSD 202                   ,Petersburg       ,Menard     ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,94.6,0.4,0.8,0.8,0.0,1.0,2.4,502,174,94.0,2.4,1.2,70.3,90.8,14.7,12.9,83.7,73.1,71.8,74.7,,,
2015,510652130260001,Athens Sr High School            ,Athens CUSD 213                  ,Athens           ,Menard     ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.8,0.7,0.7,1.4,0.0,0.0,2.4,290,175,91.2,4.3,0.3,91.1,86.8,13.7,13.7,91.4,71.2,65.2,82.8,,,
2015,510840010260001,Tri-City High School             ,Tri City CUSD 1                  ,Buffalo          ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.8,1.3,0.6,0.0,0.0,0.0,1.3,156,180,91.5,4.5,1.9,93.3,91.5,10.4,7.0,68.8,61.1,58.3,96.3,,,
2015,51084003A260001,Rochester High School            ,Rochester CUSD 3A                ,Rochester        ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,93.2,1.8,1.2,0.7,0.0,0.0,3.1,740,175,95.3,1.1,0.7,96.2,97.7,24.4,20.3,92.7,82.6,81.4,88.2,,,
2015,510840050260001,Glenwood High School             ,Ball Chatham CUSD 5              ,Chatham          ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,82.0,6.5,3.0,3.8,0.0,0.1,4.5,1415,174,93.5,1.3,0.5,89.3,90.4,21.2,20.4,76.6,82.2,79.1,94.5,,,
2015,510840080260001,Pleasant Plains High School      ,Pleasant Plains CUSD 8           ,Pleasant Plains  ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.4,0.7,1.6,0.9,0.0,0.2,0.2,441,175,93.4,0,0.7,88.8,90.3,20.9,17.2,84.0,82.4,80.8,88.3,,,
2015,510840100260001,Auburn High School               ,Auburn CUSD 10                   ,Auburn           ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.5,0.5,2.2,0.2,0.0,0.5,4.0,401,176,94.0,3.4,0.5,95.2,92.7,23.0,18.2,87.1,69.5,66.7,78.7,,,
2015,510840110260001,Pawnee Jr/Sr High Sch            ,Pawnee CUSD 11                   ,Pawnee           ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,97.5,0.7,0.0,0.0,0.0,0.0,1.8,284,174,94.1,5.2,3.0,72.2,86.0,14.0,9.0,80.7,64.7,64.7,77.1,,,
2015,510840140260001,Riverton High School             ,Riverton CUSD 14                 ,Riverton         ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.8,1.4,1.1,0.7,0.2,0.5,1.4,440,175,91.2,5.1,1.8,82.7,89.6,15.2,20.7,76.5,64.0,58.1,19.0,,,
2015,510840150260001,Williamsville High School        ,Williamsville CUSD 15            ,Williamsville    ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.4,0.8,0.6,1.7,0.0,0.2,1.3,479,175,94.8,1.1,0.0,99.1,99.1,20.1,16.7,83.2,81.1,76.2,99.3,,,
2015,510840160260001,New Berlin High School           ,New Berlin CUSD 16               ,New Berlin       ,Sangamon   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.6,2.1,0.4,0.4,0.0,0.4,0.0,236,176,94.5,5.4,0.4,85.2,91.9,12.7,16.9,80.0,78.0,76.0,93.2,,,
2015,510841860250001,Lanphier High School             ,Springfield SD 186               ,Springfield      ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,49.1,38.7,2.4,0.2,0.2,0.5,9.0,1274,174,87.7,26.5,4.3,75.4,69.9,17.8,20.4,87.5,64.9,61.9,78.9,,,
2015,510841860250002,Springfield High School          ,Springfield SD 186               ,Springfield      ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,61.5,23.9,3.3,3.9,0.0,0.2,7.3,1349,174,93.2,6.5,1.9,89.3,84.2,19.2,20.4,92.0,73.1,71.1,83.2,,,
2015,510841860250003,Springfield Southeast High Sch   ,Springfield SD 186               ,Springfield      ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,38.2,49.5,2.0,1.2,0.1,0.2,8.9,1331,174,90.1,19.2,3.6,76.9,71.9,17.2,20.4,88.9,59.9,55.1,81.8,,,
2015,510841860250004,Springfield Learning Academy     ,Springfield SD 186               ,Springfield      ,Sangamon   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,44.8,44.0,0.0,0.0,0.0,0.0,11.2,116,174,73.9,41.5,22.4,35.6,50.0,7.5,20.4,80.0,31.3,31.3,18.5,,,
2015,530601260260001,Havana High School               ,Havana CUSD 126                  ,Havana           ,Mason      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.2,0.3,0.0,1.3,0.0,0.3,0.9,320,175,93.0,25.8,3.8,89.2,83.0,14.7,15.8,81.1,57.7,56.4,90.9,,,
2015,530601890260001,Illini Central High School       ,Illini Central CUSD 189          ,Mason City       ,Mason      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.3,0.0,0.8,0.0,0.0,0.0,2.0,255,175,91.3,13.2,2.4,93.4,87.8,14.7,12.5,82.8,55.6,46.3,76.8,,,
2015,530601910260001,Midwest Central High School      ,Midwest Central CUSD 191         ,Manito           ,Mason      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.5,1.3,0.6,0.6,0.0,1.0,0.0,311,176,94.0,2.3,1.9,84.5,83.3,14.9,14.7,88.6,61.3,58.8,91.4,,,
2015,530903030160002,Pekin Community High School      ,Pekin CSD 303                    ,Pekin            ,Tazewell   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.1,1.1,2.2,0.7,0.1,0.8,3.0,2030,175,92.3,5.7,3.1,78.1,82.7,20.0,16.4,82.0,63.8,59.7,81.7,,,
2015,530903080160001,Washington Comm High School      ,Washington CHSD 308              ,Washington       ,Tazewell   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.5,1.2,2.3,1.5,0.1,0.5,3.0,1206,175,92.1,2.3,1.2,87.4,88.9,18.7,18.3,93.0,74.6,70.8,95.8,,,
2015,530903090160001,East Peoria High School          ,East Peoria CHSD 309             ,East Peoria      ,Tazewell   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.2,2.1,4.0,0.5,0.2,0.4,3.5,1112,175,89.0,3.2,0.3,86.5,85.5,16.6,20.3,90.3,67.4,61.6,76.5,,,
2015,530907010260001,Dee-Mack High School             ,Deer Creek-Mackinaw CUSD 701     ,Mackinaw         ,Tazewell   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.3,0.0,2.2,0.6,0.0,0.0,0.9,321,175,94.7,1,1.6,84.7,90.8,15.0,16.2,85.1,62.0,57.0,70.5,,,
2015,530907020260001,Tremont High School              ,Tremont CUSD 702                 ,Tremont          ,Tazewell   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.8,0.3,1.9,0.0,0.0,0.0,1.9,308,175,95.8,0,0.0,95.6,92.0,12.9,14.8,84.0,76.7,72.6,90.7,,,
2015,530907030260001,Delavan High School              ,Delavan CUSD 703                 ,Delavan          ,Tazewell   ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.2,1.4,1.4,2.1,0.0,0.0,0.0,145,176,93.2,5.2,0.7,93.0,90.9,11.1,11.6,80.0,72.5,72.5,97.2,,,
2015,530907090260006,Morton High School               ,Morton CUSD 709                  ,Morton           ,Tazewell   ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,92.3,1.3,1.7,2.5,0.1,0.2,1.9,891,173,93.1,0.9,1.1,92.9,94.5,21.7,17.3,92.5,88.9,86.2,94.1,,,
2015,531020060260001,Fieldcrest High School           ,Fieldcrest CUSD 6                ,Minonk           ,Woodford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,90.4,0.3,6.0,0.8,0.0,0.0,2.5,364,174,92.7,10,1.4,86.5,87.5,15.5,16.0,82.7,75.8,75.8,72.2,,,
2015,531020110260001,El Paso-Gridley High School      ,El Paso-Gridley CUSD 11          ,El Paso          ,Woodford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.1,1.8,1.5,0.8,0.0,0.3,1.5,388,175,95.1,2.4,1.5,89.7,96.1,21.8,14.7,91.5,82.4,82.4,93.5,,,
2015,531020210260001,Lowpoint-Washburn Jr Sr High Sch ,Lowpoint-Washburn CUSD 21        ,Washburn         ,Woodford   ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,92.6,1.7,5.1,0.0,0.0,0.0,0.6,175,174,93.9,5.5,0.9,82.8,95.0,11.7,11.0,82.5,56.0,56.0,88.5,,,
2015,531020600260001,Roanoke-Benson High School       ,Roanoke Benson CUSD 60           ,Roanoke          ,Woodford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.9,0.0,0.0,1.1,0.0,0.0,0.0,179,174,95.6,1.8,1.7,88.2,94.9,12.8,12.9,78.4,65.9,63.6,90.0,,,
2015,531021220170001,Metamora High School             ,County of Woodford School        ,Metamora         ,Woodford   ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.3,1.1,2.5,1.5,0.0,0.1,3.5,963,176,94.5,3.9,0.7,95.4,94.1,22.0,16.7,88.8,84.2,79.1,93.3,,,
2015,531021400260001,Eureka High School               ,Eureka CUD 140                   ,Eureka           ,Woodford   ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.9,0.2,1.4,0.2,0.2,0.2,2.0,508,175,94.3,1.2,1.6,93.4,95.0,20.9,18.9,86.2,75.2,71.9,96.5,,,
2015,540920010260005,Bismarck-Henning High School     ,Bismarck Henning CUSD            ,Bismarck         ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.0,0.3,1.8,0.9,0.0,0.3,0.6,329,174,95.1,2.9,0.3,91.7,87.8,16.3,16.3,94.0,72.2,67.8,86.1,,,
2015,540920020260004,Westville High School            ,Westville CUSD 2                 ,Westville        ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.5,0.5,1.0,0.0,0.0,0.0,3.0,397,174,94.0,0,3.8,85.8,90.7,18.0,21.0,84.3,58.6,56.3,78.3,,,
2015,540920040260004,Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4      ,Georgetown       ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.2,0.9,1.9,0.0,0.0,0.0,5.0,321,174,92.8,6.4,0.9,78.5,79.0,13.3,17.5,72.5,50.0,44.4,84.8,,,
2015,540920050260002,Catlin High School               ,Catlin CUSD 5                    ,Catlin           ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,152,174,94.8,5.2,0.0,100.0,94.7,18.8,15.7,85.0,84.1,75.0,87.9,,,
